year,winner,winningParty,state,total,p1_votes,p1_percent,p1_EV,p2_votes,p2_percent,p2_EV,p3_votes,p3_percent,p3_EV,p4_votes,p4_percent,p4_EV,notes
1880,Garfield,Democratic,Delaware,29458,14148,0.4803,0,15181,0.5153,3,0,0,0,0,0,0,
1880,Garfield,Democratic,Florida,51618,23654,0.4583,0,27964,0.5417,4,0,0,0,0,0,0,
1880,Garfield,Democratic,Georgia,157451,54470,0.3459,0,102981,0.6541,11,0,0,0,0,0,0,
1880,Garfield,Republican,Illinois,622305,318036,0.5111,21,277321,0.4456,0,0,0,0,0,0,0,
1880,Garfield,Republican,Indiana,470758,232169,0.4932,15,225523,0.4791,0,0,0,0,0,0,0,
1880,Garfield,Republican,Iowa,323140,183904,0.5691,11,105845,0.3276,0,0,0,0,0,0,0,
1880,Garfield,Republican,Kansas,201054,121520,0.6044,5,59789,0.2974,0,0,0,0,0,0,0,
1880,Garfield,Democratic,Kentucky,266884,106059,0.3974,0,149068,0.5585,12,0,0,0,0,0,0,
1880,Garfield,Democratic,Louisiana,104462,38978,0.3731,0,65047,0.6227,8,0,0,0,0,0,0,
1880,Garfield,Republican,Maine,143903,74052,0.5146,7,65211,0.4532,0,0,0,0,0,0,0,
1880,Garfield,Democratic,Maryland,173049,78515,0.4537,0,93706,0.5415,8,0,0,0,0,0,0,
1880,Garfield,Republican,Massachusetts,282505,165198,0.5848,13,111960,0.3963,0,0,0,0,0,0,0,
1880,Garfield,Republican,Michigan,353076,185335,0.5249,11,131596,0.3727,0,0,0,0,0,0,0,
1880,Garfield,Republican,Minnesota,150806,93939,0.6229,5,53314,0.3535,0,0,0,0,0,0,0,
1880,Garfield,Democratic,Mississippi,117068,34844,0.2976,0,75750,0.6471,8,0,0,0,0,0,0,
1880,Garfield,Democratic,Missouri,397289,153647,0.3867,0,208600,0.5251,15,0,0,0,0,0,0,
1880,Garfield,Republican,Nebraska,87355,54979,0.6294,3,28523,0.3265,0,0,0,0,0,0,0,
1880,Garfield,Democratic,Nevada,18343,8732,0.476,0,9611,0.524,3,0,0,0,0,0,0,
1880,Garfield,Republican,New_Hampshire,86361,44856,0.5194,5,40797,0.4724,0,0,0,0,0,0,0,
1880,Garfield,Democratic,New_Jersey,245928,120555,0.4902,0,122565,0.4984,9,0,0,0,0,0,0,
1880,Garfield,Republican,New_York,1103945,555544,0.5032,35,534511,0.4842,0,0,0,0,0,0,0,
1880,Garfield,Democratic,North_Carolina,240946,115616,0.4798,0,124204,0.5155,10,0,0,0,0,0,0,
1880,Garfield,Republican,Ohio,724984,375048,0.5173,22,340867,0.4702,0,0,0,0,0,0,0,
1880,Garfield,Republican,Oregon,40841,20619,0.5049,3,19955,0.4886,0,0,0,0,0,0,0,
1880,Garfield,Republican,Pennsylvania,874783,444704,0.5084,29,407428,0.4657,0,0,0,0,0,0,0,
1880,Garfield,Republican,Rhode_Island,29235,18195,0.6224,4,10779,0.3687,0,0,0,0,0,0,0,
1880,Garfield,Democratic,South_Carolina,169793,57954,0.3413,0,111236,0.6551,7,0,0,0,0,0,0,
1880,Garfield,Democratic,Tennessee,243263,107677,0.4426,0,129569,0.5326,12,0,0,0,0,0,0,
1880,Garfield,Democratic,Texas,240659,57225,0.2378,0,155963,0.6481,8,0,0,0,0,0,0,
1880,Garfield,Republican,Vermont,65098,45567,0.7,5,18316,0.2814,0,0,0,0,0,0,0,
1880,Garfield,Democratic,Virginia,212660,83634,0.3933,0,128647,0.6049,11,0,0,0,0,0,0,
1880,Garfield,Democratic,West_Virginia,112641,46243,0.4105,0,57390,0.5095,5,0,0,0,0,0,0,
1880,Garfield,Republican,Wisconsin,267202,144406,0.5404,10,114650,0.4291,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Alabama,153624,92736,0.6037,10,59444,0.3869,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Arkansas,125779,72734,0.5783,7,51198,0.407,0,0,0,0,0,0,0,
1884,Cleveland,Republican,California,196988,89288,0.4533,0,102369,0.5197,8,0,0,0,0,0,0,
1884,Cleveland,Republican,Colorado,66519,27723,0.4168,0,36084,0.5425,3,0,0,0,0,0,0,
1884,Cleveland,Democratic,Connecticut,137221,67167,0.4895,6,65879,0.4801,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Delaware,29984,16957,0.5655,3,12953,0.432,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Florida,59990,31769,0.5296,4,28031,0.4673,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Georgia,143610,94667,0.6592,12,48603,0.3384,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Illinois,672670,312351,0.4643,0,337469,0.5017,22,0,0,0,0,0,0,
1884,Cleveland,Democratic,Indiana,495423,245041,0.4946,15,238511,0.4814,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Iowa,393542,177316,0.4506,0,197089,0.5008,13,0,0,0,0,0,0,
1884,Cleveland,Republican,Kansas,250991,90111,0.359,0,154410,0.6152,9,0,0,0,0,0,0,
1884,Cleveland,Democratic,Kentucky,276503,152894,0.553,13,118822,0.4297,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Louisiana,109399,62594,0.5722,8,46347,0.4237,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Maine,130489,52153,0.3997,0,72217,0.5534,6,0,0,0,0,0,0,
1884,Cleveland,Democratic,Maryland,185838,96941,0.5216,8,85748,0.4614,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Massachusetts,303383,122352,0.4033,0,146724,0.4836,14,0,0,0,0,0,0,
1884,Cleveland,Republican,Michigan,401186,189361,0.472,0,192669,0.4802,13,0,0,0,0,0,0,
1884,Cleveland,Republican,Minnesota,190236,70135,0.3687,0,111819,0.5878,7,0,0,0,0,0,0,
1884,Cleveland,Democratic,Mississippi,120688,77653,0.6434,9,43035,0.3566,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Missouri,441268,236023,0.5349,16,203081,0.4602,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Nebraska,134202,54391,0.4053,0,76912,0.5731,5,0,0,0,0,0,0,
1884,Cleveland,Republican,Nevada,12779,5577,0.4364,0,7176,0.5615,3,0,0,0,0,0,0,
1884,Cleveland,Republican,New_Hampshire,84586,39198,0.4634,0,43254,0.5114,4,0,0,0,0,0,0,
1884,Cleveland,Democratic,New_Jersey,260853,127747,0.4897,9,123436,0.4732,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,New_York,1167003,563048,0.4825,36,562001,0.4816,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,North_Carolina,268356,142905,0.5325,11,125021,0.4659,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Ohio,784620,368280,0.4694,0,400092,0.5099,23,0,0,0,0,0,0,
1884,Cleveland,Republican,Oregon,52683,24598,0.4669,0,26845,0.5096,3,0,0,0,0,0,0,
1884,Cleveland,Republican,Pennsylvania,899563,392915,0.4368,0,474350,0.5273,30,0,0,0,0,0,0,
1884,Cleveland,Republican,Rhode_Island,32771,12391,0.3781,0,19030,0.5807,4,0,0,0,0,0,0,
1884,Cleveland,Democratic,South_Carolina,92812,69845,0.7525,9,21730,0.2341,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Tennessee,259978,133770,0.5145,12,124101,0.4774,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,Texas,326458,226375,0.6934,13,93345,0.2859,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Vermont,59409,17331,0.2917,0,39514,0.6651,4,0,0,0,0,0,0,
1884,Cleveland,Democratic,Virginia,284977,145491,0.5105,12,139356,0.489,0,0,0,0,0,0,0,
1884,Cleveland,Democratic,West_Virginia,132145,67311,0.5094,6,63096,0.4775,0,0,0,0,0,0,0,
1884,Cleveland,Republican,Wisconsin,319847,146447,0.4579,0,161155,0.5039,11,0,0,0,0,0,0,
1888,Harrison,Democratic,Alabama,175085,57177,0.3266,0,117314,0.67,10,0,0,0,0,0,0,
1888,Harrison,Democratic,Arkansas,157058,59752,0.3804,0,86062,0.548,7,0,0,0,0,0,0,
1888,Harrison,Republican,California,251339,124816,0.4966,8,117729,0.4684,0,0,0,0,0,0,0,
1888,Harrison,Republican,Colorado,91946,50772,0.5522,3,37549,0.4084,0,0,0,0,0,0,0,
1888,Harrison,Democratic,Connecticut,153978,74584,0.4844,0,74920,0.4866,6,0,0,0,0,0,0,
1888,Harrison,Democratic,Delaware,29764,12950,0.4351,0,16414,0.5515,3,0,0,0,0,0,0,
1888,Harrison,Democratic,Florida,66500,26529,0.3989,0,39557,0.5948,4,0,0,0,0,0,0,
1888,Harrison,Democratic,Georgia,142936,40499,0.2833,0,100493,0.7031,12,0,0,0,0,0,0,
1888,Harrison,Republican,Illinois,747813,370475,0.4954,22,348351,0.4658,0,0,0,0,0,0,0,
1888,Harrison,Republican,Indiana,536988,263366,0.4905,15,260990,0.486,0,0,0,0,0,0,0,
1888,Harrison,Republican,Iowa,404694,211607,0.5229,13,179876,0.4445,0,0,0,0,0,0,0,
1888,Harrison,Republican,Kansas,331133,182845,0.5522,9,102739,0.3103,0,0,0,0,0,0,0,
1888,Harrison,Democratic,Kentucky,344868,155138,0.4498,0,183830,0.533,13,0,0,0,0,0,0,
1888,Harrison,Democratic,Louisiana,115891,30660,0.2646,0,85032,0.7337,8,0,0,0,0,0,0,
1888,Harrison,Republican,Maine,128253,73730,0.5749,6,50472,0.3935,0,0,0,0,0,0,0,
1888,Harrison,Democratic,Maryland,210941,99986,0.474,0,106188,0.5034,8,0,0,0,0,0,0,
1888,Harrison,Republican,Massachusetts,344243,183892,0.5342,14,151590,0.4404,0,0,0,0,0,0,0,
1888,Harrison,Republican,Michigan,475356,236387,0.4973,13,213469,0.4491,0,0,0,0,0,0,0,
1888,Harrison,Republican,Minnesota,263162,142492,0.5415,7,104372,0.3966,0,0,0,0,0,0,0,
1888,Harrison,Democratic,Mississippi,115786,30095,0.2599,0,85451,0.738,9,0,0,0,0,0,0,
1888,Harrison,Democratic,Missouri,521359,236252,0.4531,0,261943,0.5024,16,0,0,0,0,0,0,
1888,Harrison,Republican,Nebraska,202630,108417,0.535,5,80552,0.3975,0,0,0,0,0,0,0,
1888,Harrison,Republican,Nevada,12573,7229,0.575,3,5303,0.4218,0,0,0,0,0,0,0,
1888,Harrison,Republican,New_Hampshire,90770,45734,0.5038,4,43382,0.4779,0,0,0,0,0,0,0,
1888,Harrison,Democratic,New_Jersey,303801,144360,0.4752,0,151508,0.4987,9,0,0,0,0,0,0,
1888,Harrison,Republican,New_York,1321270,650338,0.4922,36,635965,0.4813,0,0,0,0,0,0,0,
1888,Harrison,Democratic,North_Carolina,285946,134784,0.4714,0,148336,0.5188,11,0,0,0,0,0,0,
1888,Harrison,Republican,Ohio,839357,416054,0.4957,23,395456,0.4711,0,0,0,0,0,0,0,
1888,Harrison,Republican,Oregon,61889,33291,0.5379,3,26518,0.4285,0,0,0,0,0,0,0,
1888,Harrison,Republican,Pennsylvania,997568,526091,0.5274,30,446633,0.4477,0,0,0,0,0,0,0,
1888,Harrison,Republican,Rhode_Island,40775,21969,0.5388,4,17530,0.4299,0,0,0,0,0,0,0,
1888,Harrison,Democratic,South_Carolina,79997,13736,0.1717,0,65824,0.8228,9,0,0,0,0,0,0,
1888,Harrison,Democratic,Tennessee,304313,139511,0.4584,0,158779,0.5218,12,0,0,0,0,0,0,
1888,Harrison,Democratic,Texas,363484,93991,0.2586,0,236290,0.6501,13,0,0,0,0,0,0,
1888,Harrison,Republican,Vermont,63476,45193,0.712,4,16788,0.2645,0,0,0,0,0,0,0,
1888,Harrison,Democratic,Virginia,304087,150399,0.4946,0,152004,0.4999,12,0,0,0,0,0,0,
1888,Harrison,Democratic,West_Virginia,159440,78171,0.4903,0,78677,0.4935,6,0,0,0,0,0,0,
1888,Harrison,Republican,Wisconsin,354614,176553,0.4979,11,155232,0.4377,0,0,0,0,0,0,0,
1892,Cleveland,Democratic,Alabama,232543,138135,0.594,11,9184,0.0395,0,84984,0.3655,0,0,0,0,
1892,Cleveland,Democratic,Arkansas,148117,87834,0.593,8,47072,0.3178,0,11831,0.0799,0,0,0,0,
1892,Cleveland,Democratic,California,269585,118151,0.4383,8,118027,0.4378,1,25311,0.0939,0,0,0,0,
1892,Cleveland,Other,Colorado,93881,0,0,0,38620,0.4114,0,53584,0.5708,4,0,0,0,
1892,Cleveland,Democratic,Connecticut,164593,82395,0.5006,6,77030,0.468,0,809,0.0049,0,0,0,0,
1892,Cleveland,Democratic,Delaware,37235,18581,0.499,3,18077,0.4855,0,0,0,0,0,0,0,
1892,Cleveland,Democratic,Florida,35567,30154,0.8478,4,0,0,0,4843,0.1362,0,0,0,0,
1892,Cleveland,Democratic,Georgia,223961,129386,0.5777,13,48305,0.2157,0,42937,0.1917,0,0,0,0,
1892,Cleveland,Other,Idaho,19407,0,0,0,8599,0.4431,0,10520,0.5421,3,0,0,0,
1892,Cleveland,Democratic,Illinois,873667,426281,0.4879,24,399308,0.457,0,22207,0.0254,0,0,0,0,
1892,Cleveland,Democratic,Indiana,553613,262740,0.4746,15,255615,0.4617,0,22208,0.0401,0,0,0,0,
1892,Cleveland,Republican,Iowa,443159,196367,0.4431,0,219795,0.496,13,20595,0.0465,0,0,0,0,
1892,Cleveland,Other,Kansas,323591,0,0,0,156134,0.4825,0,162888,0.5034,10,0,0,0,
1892,Cleveland,Democratic,Kentucky,340864,175461,0.5148,13,135462,0.3974,0,23500,0.0689,0,0,0,0,
1892,Cleveland,Democratic,Louisiana,118287,87922,0.7433,8,27903,0.2359,0,2462,0.0208,0,0,0,0,
1892,Cleveland,Republican,Maine,116013,48024,0.414,0,62878,0.542,6,2045,0.0176,0,0,0,0,
1892,Cleveland,Democratic,Maryland,213275,113866,0.5339,8,92736,0.4348,0,796,0.0037,0,0,0,0,
1892,Cleveland,Republican,Massachusetts,391028,176813,0.4522,0,202814,0.5187,15,3210,0.0082,0,0,0,0,
1892,Cleveland,Republican,Michigan,466917,202396,0.4335,5,222708,0.477,9,20031,0.0429,0,0,0,0,
1892,Cleveland,Republican,Minnesota,267461,101055,0.3778,0,122836,0.4593,9,29336,0.1097,0,0,0,0,
1892,Cleveland,Democratic,Mississippi,52519,40030,0.7622,9,1398,0.0266,0,10118,0.1927,0,0,0,0,
1892,Cleveland,Democratic,Missouri,541583,268400,0.4956,17,227646,0.4203,0,41204,0.0761,0,0,0,0,
1892,Cleveland,Republican,Montana,44461,17690,0.3979,0,18871,0.4244,3,7338,0.165,0,0,0,0,
1892,Cleveland,Republican,Nebraska,200205,24956,0.1247,0,87213,0.4356,8,83134,0.4152,0,0,0,0,
1892,Cleveland,Other,Nevada,10826,703,0.0649,0,2811,0.2597,0,7226,0.6675,3,0,0,0,
1892,Cleveland,Republican,New_Hampshire,89328,42081,0.4711,0,45658,0.5111,4,292,0.0033,0,0,0,0,
1892,Cleveland,Democratic,New_Jersey,337485,170987,0.5067,10,156059,0.4624,0,969,0.0029,0,0,0,0,
1892,Cleveland,Democratic,New_York,1336793,654868,0.4899,36,609350,0.4558,0,16429,0.0123,0,0,0,0,
1892,Cleveland,Democratic,North_Carolina,280270,132951,0.4744,11,100346,0.358,0,44336,0.1582,0,0,0,0,
1892,Cleveland,Other,North_Dakota,36118,0,0,1,17519,0.485,1,17700,0.4901,1,0,0,0,
1892,Cleveland,Republican,Ohio,850164,404115,0.4753,1,405187,0.4766,22,14850,0.0175,0,0,0,0,
1892,Cleveland,Republican,Oregon,78378,14243,0.1817,0,35002,0.4466,3,26875,0.3429,1,0,0,0,
1892,Cleveland,Republican,Pennsylvania,1003000,452264,0.4509,0,516011,0.5145,32,8714,0.0087,0,0,0,0,
1892,Cleveland,Republican,Rhode_Island,53196,24336,0.4575,0,26975,0.5071,4,228,0.0043,0,0,0,0,
1892,Cleveland,Democratic,South_Carolina,70504,54680,0.7756,9,13345,0.1893,0,2407,0.0341,0,0,0,0,
1892,Cleveland,Republican,South_Dakota,70513,9081,0.1288,0,34888,0.4948,4,26544,0.3764,0,0,0,0,
1892,Cleveland,Democratic,Tennessee,265732,136468,0.5136,12,100537,0.3783,0,23918,0.09,0,0,0,0,
1892,Cleveland,Democratic,Texas,422447,239148,0.5661,15,77478,0.1834,0,99688,0.236,0,0,0,0,
1892,Cleveland,Republican,Vermont,55793,16325,0.2926,0,37992,0.6809,4,42,0.0008,0,0,0,0,
1892,Cleveland,Democratic,Virginia,292238,164136,0.5617,12,113098,0.387,0,12275,0.042,0,0,0,0,
1892,Cleveland,Republican,Washington,87968,29802,0.3388,0,36459,0.4145,4,19165,0.2179,0,0,0,0,
1892,Cleveland,Democratic,West_Virginia,171079,84467,0.4937,6,80292,0.4693,0,4167,0.0244,0,0,0,0,
1892,Cleveland,Democratic,Wisconsin,371481,177325,0.4773,12,171101,0.4606,0,9919,0.0267,0,0,0,0,
1892,Cleveland,Democratic,Wyoming,16703,0,0,0,8454,0.5061,3,7722,0.4623,0,0,0,0,
1896,McKinley,Democratic,Alabama,194580,55673,0.2861,0,130298,0.6696,11,0,0,0,0,0,0,
1896,McKinley,Democratic,Arkansas,149396,37512,0.2511,0,110103,0.737,8,0,0,0,0,0,0,
1896,McKinley,Republican,California,299374,146688,0.49,8,123143,0.4113,1,0,0,0,0,0,0,
1896,McKinley,Democratic,Colorado,189539,26271,0.1386,0,161005,0.8495,4,0,0,0,0,0,0,
1896,McKinley,Republican,Connecticut,174394,110285,0.6324,6,56740,0.3254,0,0,0,0,0,0,0,
1896,McKinley,Republican,Delaware,31538,16883,0.5353,3,13425,0.4257,0,0,0,0,0,0,0,
1896,McKinley,Democratic,Florida,46468,11298,0.2431,0,30683,0.6603,4,0,0,0,0,0,0,
1896,McKinley,Democratic,Georgia,163309,60107,0.3681,0,94733,0.5801,13,0,0,0,0,0,0,
1896,McKinley,Democratic,Idaho,29631,6324,0.2134,0,23135,0.7808,3,0,0,0,0,0,0,
1896,McKinley,Republican,Illinois,1090766,607130,0.5566,24,465593,0.4268,0,0,0,0,0,0,0,
1896,McKinley,Republican,Indiana,637089,323754,0.5082,15,305538,0.4796,0,0,0,0,0,0,0,
1896,McKinley,Republican,Iowa,521550,289293,0.5547,13,223744,0.429,0,0,0,0,0,0,0,
1896,McKinley,Democratic,Kansas,336085,159484,0.4745,0,173049,0.5149,10,0,0,0,0,0,0,
1896,McKinley,Republican,Kentucky,445928,218171,0.4893,12,217894,0.4886,1,0,0,0,0,0,0,
1896,McKinley,Democratic,Louisiana,101046,22037,0.2181,0,77175,0.7638,8,0,0,0,0,0,0,
1896,McKinley,Republican,Maine,118419,80403,0.679,6,34587,0.2921,0,0,0,0,0,0,0,
1896,McKinley,Republican,Maryland,250249,136959,0.5473,8,104150,0.4162,0,0,0,0,0,0,0,
1896,McKinley,Republican,Massachusetts,401269,278976,0.6952,15,105414,0.2627,0,0,0,0,0,0,0,
1896,McKinley,Republican,Michigan,545583,293336,0.5377,14,237164,0.4347,0,0,0,0,0,0,0,
1896,McKinley,Republican,Minnesota,341762,193503,0.5662,9,139735,0.4089,0,0,0,0,0,0,0,
1896,McKinley,Democratic,Mississippi,69591,4819,0.0692,0,63355,0.9104,9,0,0,0,0,0,0,
1896,McKinley,Democratic,Missouri,674032,304940,0.4524,0,363667,0.5395,17,0,0,0,0,0,0,
1896,McKinley,Democratic,Montana,53330,10509,0.1971,0,42628,0.7993,3,0,0,0,0,0,0,
1896,McKinley,Democratic,Nebraska,223181,103064,0.4618,0,115007,0.5153,8,0,0,0,0,0,0,
1896,McKinley,Democratic,Nevada,10314,1938,0.1879,0,7802,0.7564,3,0,0,0,0,0,0,
1896,McKinley,Republican,New_Hampshire,83670,57444,0.6866,4,21271,0.2542,0,0,0,0,0,0,0,
1896,McKinley,Republican,New_Jersey,371014,221367,0.5967,10,133675,0.3603,0,0,0,0,0,0,0,
1896,McKinley,Republican,New_York,1423876,819838,0.5758,36,551369,0.3872,0,0,0,0,0,0,0,
1896,McKinley,Democratic,North_Carolina,331337,155122,0.4682,0,174408,0.5264,11,0,0,0,0,0,0,
1896,McKinley,Republican,North_Dakota,47391,26335,0.5557,3,20686,0.4365,0,0,0,0,0,0,0,
1896,McKinley,Republican,Ohio,1014295,525991,0.5186,23,474882,0.4682,0,0,0,0,0,0,0,
1896,McKinley,Republican,Oregon,97335,48700,0.5003,4,46739,0.4802,0,0,0,0,0,0,0,
1896,McKinley,Republican,Pennsylvania,1194355,728300,0.6098,32,427125,0.3576,0,0,0,0,0,0,0,
1896,McKinley,Republican,Rhode_Island,54785,37437,0.6833,4,14459,0.2639,0,0,0,0,0,0,0,
1896,McKinley,Democratic,South_Carolina,68938,9313,0.1351,0,58801,0.853,9,0,0,0,0,0,0,
1896,McKinley,Democratic,South_Dakota,82937,41040,0.4948,0,41225,0.4971,4,0,0,0,0,0,0,
1896,McKinley,Democratic,Tennessee,320903,148683,0.4633,0,167168,0.5209,12,0,0,0,0,0,0,
1896,McKinley,Democratic,Texas,515987,163413,0.3167,0,267803,0.519,15,0,0,0,0,0,0,
1896,McKinley,Democratic,Utah,78098,13491,0.1727,0,64607,0.8273,3,0,0,0,0,0,0,
1896,McKinley,Republican,Vermont,63831,51127,0.801,4,10179,0.1595,0,0,0,0,0,0,0,
1896,McKinley,Democratic,Virginia,294674,135379,0.4594,0,154708,0.525,12,0,0,0,0,0,0,
1896,McKinley,Democratic,Washington,93583,39153,0.4184,0,51646,0.5519,4,0,0,0,0,0,0,
1896,McKinley,Republican,West_Virginia,201757,105379,0.5223,6,94480,0.4683,0,0,0,0,0,0,0,
1896,McKinley,Republican,Wisconsin,447409,268135,0.5993,12,165523,0.37,0,0,0,0,0,0,0,
1896,McKinley,Democratic,Wyoming,21093,10072,0.4775,0,10376,0.4919,3,0,0,0,0,0,0,
1900,McKinley,Democratic,Alabama,160477,55634,0.3467,0,96368,0.6005,11,0,0,0,0,0,0,
1900,McKinley,Democratic,Arkansas,127966,44800,0.3501,0,81242,0.6349,8,0,0,0,0,0,0,
1900,McKinley,Republican,California,302399,164755,0.5448,9,124985,0.4133,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Colorado,220895,92701,0.4197,0,122705,0.5555,4,0,0,0,0,0,0,
1900,McKinley,Republican,Connecticut,180195,102572,0.5692,6,74014,0.4107,0,0,0,0,0,0,0,
1900,McKinley,Republican,Delaware,41989,22535,0.5367,3,18852,0.449,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Florida,39777,7463,0.1876,0,28273,0.7108,4,0,0,0,0,0,0,
1900,McKinley,Democratic,Georgia,121410,34260,0.2822,0,81180,0.6686,13,0,0,0,0,0,0,
1900,McKinley,Democratic,Idaho,56760,27198,0.4792,0,28260,0.4979,3,0,0,0,0,0,0,
1900,McKinley,Republican,Illinois,1131898,597985,0.5283,24,503061,0.4444,0,0,0,0,0,0,0,
1900,McKinley,Republican,Indiana,664094,336063,0.506,15,309584,0.4662,0,0,0,0,0,0,0,
1900,McKinley,Republican,Iowa,530345,307799,0.5804,13,209261,0.3946,0,0,0,0,0,0,0,
1900,McKinley,Republican,Kansas,353766,185955,0.5256,10,162601,0.4596,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Kentucky,467580,226801,0.4851,0,234889,0.5024,13,0,0,0,0,0,0,
1900,McKinley,Democratic,Louisiana,67906,14234,0.2096,0,53668,0.7903,8,0,0,0,0,0,0,
1900,McKinley,Republican,Maine,107698,66413,0.6167,6,37822,0.3512,0,0,0,0,0,0,0,
1900,McKinley,Republican,Maryland,264386,136151,0.515,8,122237,0.4623,0,0,0,0,0,0,0,
1900,McKinley,Republican,Massachusetts,414804,238866,0.5759,15,156997,0.3785,0,0,0,0,0,0,0,
1900,McKinley,Republican,Michigan,543789,316014,0.5811,14,211432,0.3888,0,0,0,0,0,0,0,
1900,McKinley,Republican,Minnesota,316311,190461,0.6021,9,112901,0.3569,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Mississippi,59055,5707,0.0966,0,51706,0.8756,9,0,0,0,0,0,0,
1900,McKinley,Democratic,Missouri,683658,314092,0.4594,0,351922,0.5148,17,0,0,0,0,0,0,
1900,McKinley,Democratic,Montana,63856,25409,0.3979,0,37311,0.5843,3,0,0,0,0,0,0,
1900,McKinley,Republican,Nebraska,241430,121835,0.5046,8,114013,0.4722,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Nevada,10196,3849,0.3775,0,6347,0.6225,3,0,0,0,0,0,0,
1900,McKinley,Republican,New_Hampshire,92364,54799,0.5933,4,35489,0.3842,0,0,0,0,0,0,0,
1900,McKinley,Republican,New_Jersey,401050,221707,0.5528,10,164808,0.4109,0,0,0,0,0,0,0,
1900,McKinley,Republican,New_York,1548043,822013,0.531,36,678462,0.4383,0,0,0,0,0,0,0,
1900,McKinley,Democratic,North_Carolina,292518,132997,0.4547,0,157733,0.5392,11,0,0,0,0,0,0,
1900,McKinley,Republican,North_Dakota,57783,35898,0.6213,3,20524,0.3552,0,0,0,0,0,0,0,
1900,McKinley,Republican,Ohio,1040073,543918,0.523,23,474882,0.4566,0,0,0,0,0,0,0,
1900,McKinley,Republican,Oregon,84216,46526,0.5525,4,33385,0.3964,0,0,0,0,0,0,0,
1900,McKinley,Republican,Pennsylvania,1173210,712665,0.6074,32,424232,0.3616,0,0,0,0,0,0,0,
1900,McKinley,Republican,Rhode_Island,56548,33784,0.5974,4,19812,0.3504,0,0,0,0,0,0,0,
1900,McKinley,Democratic,South_Carolina,50698,3525,0.0695,0,47173,0.9305,9,0,0,0,0,0,0,
1900,McKinley,Republican,South_Dakota,96169,54574,0.5675,4,39538,0.4111,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Tennessee,273860,123108,0.4495,0,145240,0.5303,12,0,0,0,0,0,0,
1900,McKinley,Democratic,Texas,424334,131174,0.3091,0,267945,0.6314,15,0,0,0,0,0,0,
1900,McKinley,Republican,Utah,93071,47089,0.5059,3,44949,0.483,0,0,0,0,0,0,0,
1900,McKinley,Republican,Vermont,56212,42569,0.7573,4,12849,0.2286,0,0,0,0,0,0,0,
1900,McKinley,Democratic,Virginia,264208,115769,0.4382,0,146079,0.5529,12,0,0,0,0,0,0,
1900,McKinley,Republican,Washington,107523,57455,0.5344,4,44833,0.417,0,0,0,0,0,0,0,
1900,McKinley,Republican,West_Virginia,220796,119829,0.5427,6,98807,0.4475,0,0,0,0,0,0,0,
1900,McKinley,Republican,Wisconsin,442501,265760,0.6006,12,159163,0.3597,0,0,0,0,0,0,0,
1900,McKinley,Republican,Wyoming,24708,14482,0.5861,3,10164,0.4114,0,0,0,0,0,0,0,
1904,Roosevelt,Democratic,Alabama,108785,22472,0.2066,0,79797,0.7335,11,0,0,0,0,0,0,
1904,Roosevelt,Democratic,Arkansas,116328,46760,0.402,0,64434,0.5539,9,0,0,0,0,0,0,
1904,Roosevelt,Republican,California,331768,205226,0.6186,10,89294,0.2691,0,0,0,0,0,0,0,
1904,Roosevelt,Republican,Colorado,243667,134661,0.5526,5,100105,0.4108,0,0,0,0,0,0,0,
1904,Roosevelt,Republican,Connecticut,191136,111089,0.5812,7,72909,0.3815,0,0,0,0,0,0,0,
1904,Roosevelt,Republican,Delaware,43856,23705,0.5405,3,19347,0.4411,0,0,0,0,0,0,0,
1904,Roosevelt,Democratic,Florida,39302,8314,0.2115,0,27046,0.6882,5,0,0,0,0,0,0,
1904,Roosevelt,Democratic,Georgia,130986,24004,0.1833,0,83466,0.6372,13,0,0,0,0,0,0,
1904,Roosevelt,Republican,Idaho,72577,47783,0.6584,3,18480,0.2546,0,0,0,0,0,0,0,
1904,Roosevelt,Republican,Illinois,1076495,632645,0.5877,27,327606,0.3043,0,0,0,0,0,0,0,
